A
300
315 525
1 31.0 30.0
2 32.0 30.0
3 31.0 29.0
4 32.0 29.0
5 32.0 28.0
6 31.0 28.0
7 30.0 29.0
8 30.0 28.0
9 29.0 32.0
10 30.0 32.0
11 30.0 31.0
12 29.0 31.0
13 28.0 31.0
14 29.0 30.0
15 30.0 30.0
16 29.0 29.0
17 29.0 28.0
18 28.0 28.0
19 30.0 25.0
20 30.0 26.0
21 29.0 25.0
22 30.0 24.0
23 28.0 26.0
24 29.0 26.0
25 28.0 25.0
26 28.0 24.0
27 27.0 32.0
28 28.0 32.0
29 26.0 31.0
30 27.0 31.0
31 29.0 24.0
32 27.0 30.0
33 28.0 30.0
34 26.0 30.0
35 27.0 29.0
36 26.0 29.0
37 26.0 28.0
38 25.0 32.0
39 26.0 32.0
40 24.0 32.0
41 25.0 31.0
42 24.0 30.0
43 24.0 31.0
44 27.0 28.0
45 28.0 27.0
46 27.0 26.0
47 26.0 27.0
48 27.0 27.0
49 26.0 26.0
50 25.0 27.0
51 24.0 28.0
52 25.0 28.0
53 24.0 27.0
54 25.0 26.0
55 24.0 26.0
56 31.0 24.0
57 32.0 24.0
58 32.0 23.0
59 31.0 23.0
60 30.0 23.0
61 31.0 22.0
62 31.0 21.0
63 28.0 29.0
64 30.0 21.0
65 30.0 22.0
66 29.0 22.0
67 29.0 23.0
68 29.0 21.0
69 30.0 20.0
70 29.0 20.0
71 32.0 18.0
72 32.0 19.0
73 30.0 19.0
74 31.0 19.0
75 31.0 18.0
76 31.0 17.0
77 32.0 17.0
78 30.0 18.0
79 30.0 17.0
80 29.0 19.0
81 29.0 18.0
82 29.0 16.0
83 30.0 16.0
84 31.0 16.0
85 28.0 17.0
86 29.0 17.0
87 28.0 16.0
88 27.0 24.0
89 27.0 23.0
90 28.0 23.0
91 28.0 22.0
92 26.0 24.0
93 27.0 22.0
94 28.0 21.0
95 28.0 20.0
96 25.0 24.0
97 26.0 23.0
98 25.0 23.0
99 24.0 24.0
100 24.0 23.0
101 25.0 22.0
102 25.0 21.0
103 26.0 21.0
104 26.0 20.0
105 24.0 21.0
106 27.0 19.0
107 28.0 19.0
108 27.0 20.0
109 27.0 17.0
110 26.0 18.0
111 27.0 18.0
112 26.0 17.0
113 25.0 20.0
114 26.0 19.0
115 26.0 16.0
116 24.0 18.0
117 25.0 18.0
118 24.0 17.0
119 25.0 17.0
120 25.0 16.0
121 24.0 16.0
122 19.0 28.0
123 20.0 28.0
124 19.0 27.0
125 18.0 27.0
126 18.0 28.0
127 17.0 27.0
128 18.0 26.0
129 16.0 28.0
130 17.0 28.0
131 16.0 27.0
132 17.0 26.0
133 27.0 21.0
134 18.0 25.0
135 18.0 24.0
136 16.0 26.0
137 16.0 25.0
138 17.0 25.0
139 23.0 23.0
140 22.0 24.0
141 23.0 24.0
142 25.0 19.0
143 22.0 23.0
144 23.0 22.0
145 24.0 22.0
146 23.0 21.0
147 22.0 22.0
148 21.0 23.0
149 20.0 24.0
150 21.0 24.0
151 20.0 23.0
152 22.0 21.0
153 21.0 21.0
154 21.0 22.0
155 21.0 20.0
156 25.0 30.0
157 23.0 20.0
158 24.0 20.0
159 24.0 19.0
160 23.0 19.0
161 19.0 26.0
162 20.0 26.0
163 23.0 18.0
164 31.0 20.0
165 22.0 17.0
166 23.0 17.0
167 22.0 19.0
168 22.0 20.0
169 21.0 19.0
170 21.0 18.0
171 22.0 18.0
172 20.0 20.0
173 20.0 19.0
174 20.0 18.0
175 19.0 24.0
176 18.0 23.0
177 19.0 23.0
178 19.0 22.0
179 20.0 27.0
180 20.0 21.0
181 20.0 22.0
182 19.0 21.0
183 17.0 24.0
184 18.0 22.0
185 26.0 22.0
186 17.0 23.0
187 16.0 23.0
188 16.0 24.0
189 17.0 22.0
190 16.0 22.0
191 19.0 20.0
192 19.0 19.0
193 20.0 17.0
194 19.0 17.0
195 19.0 16.0
196 32.0 16.0
197 27.0 16.0
198 28.0 18.0
199 20.0 10.0
200 21.0 10.0
201 22.0 16.0
202 1.0 16.0
203 2.0 16.0
204 1.0 12.0
205 2.0 12.0
206 32.0 22.0
207 0.0 8.0
208 1.0 8.0
209 3.0 7.0
210 3.0 8.0
211 23.0 12.0
212 24.0 12.0
213 32.0 20.0
214 32.0 21.0
215 3.0 9.0
216 4.0 9.0
217 8.0 13.0
218 9.0 13.0
219 0.0 13.0
220 1.0 13.0
221 2.0 13.0
222 2.0 14.0
223 18.0 14.0
224 18.0 15.0
225 25.0 12.0
226 26.0 12.0
227 20.0 14.0
228 20.0 15.0
229 24.0 11.0
230 0.0 12.0
231 20.0 16.0
232 8.0 12.0
233 1.0 15.0
234 2.0 15.0
235 10.0 14.0
236 10.0 15.0
237 23.0 15.0
238 24.0 15.0
239 18.0 16.0
240 2.0 8.0
241 2.0 7.0
242 19.0 14.0
243 19.0 15.0
244 24.0 13.0
245 22.0 10.0
246 22.0 11.0
247 0.0 7.0
248 10.0 12.0
249 10.0 13.0
250 2.0 9.0
251 0.0 15.0
252 0.0 16.0
253 11.0 14.0
254 23.0 11.0
255 2.0 10.0
256 3.0 10.0
257 0.0 14.0
258 1.0 14.0
259 23.0 16.0
260 9.0 12.0
261 21.0 12.0
262 22.0 12.0
263 18.0 12.0
264 19.0 12.0
265 8.0 14.0
266 24.0 14.0
267 12.0 14.0
268 4.0 10.0
269 23.0 13.0
270 1.0 7.0
271 20.0 12.0
272 9.0 14.0
273 19.0 11.0
274 20.0 11.0
275 21.0 11.0
276 11.0 15.0
277 4.0 8.0
278 19.0 18.0
279 22.0 14.0
280 22.0 15.0
281 18.0 11.0
282 17.0 12.0
283 20.0 9.0
284 19.0 10.0
285 18.0 13.0
286 17.0 13.0
287 17.0 14.0
288 21.0 9.0
289 23.0 10.0
290 22.0 13.0
291 23.0 14.0
292 25.0 11.0
293 32.0 32.0
294 32.0 26.0
295 18.0 32.0
296 20.0 32.0
297 20.0 30.0
298 18.0 30.0
299 16.0 32.0
300 16.0 30.0
301 4.0 14.0
302 8.0 16.0
303 10.0 16.0
304 6.0 14.0
305 4.0 16.0
306 6.0 16.0
307 6.0 12.0
308 4.0 12.0
309 0.0 10.0
310 32.0 12.0
311 28.0 12.0
312 0.0 24.0
313 0.0 32.0
314 8.0 32.0
315 8.0 24.0
314 315 8
313 314 8
312 315 8
312 313 8
307 308 2
305 306 2
304 306 2
304 307 2
302 315 8
302 306 2
302 303 2
