700
371 586
1 6 1
1 5 1
1 2 1
2 356 2
2 3 1
3 6 1
3 4 1
4 333 2
4 34 1
4 9 1
5 365 4
5 7 1
6 7 1
6 34 1
7 8 1
8 34 1
8 12 1
9 160 1
9 10 1
11 22 1
11 26 1
11 13 1
11 12 1
12 160 1
13 160 1
14 16 1
14 299 1
14 39 1
14 15 1
16 38 1
16 37 1
16 17 1
18 111 2
18 20 1
18 19 1
19 281 1
19 177 1
20 285 1
20 177 1
21 26 1
21 27 1
21 23 1
21 22 1
23 28 1
23 24 1
25 339 2
25 27 1
25 26 1
27 28 1
28 30 1
28 33 1
29 45 1
29 36 1
29 33 1
29 30 1
30 31 1
31 45 1
31 39 1
31 40 1
32 339 2
32 36 1
32 33 1
34 160 1
35 47 1
35 65 1
35 45 1
35 36 1
37 332 1
37 44 1
37 41 1
38 44 1
38 40 1
38 39 1
40 46 1
40 43 1
41 109 1
41 42 1
42 57 2
42 285 2
42 71 1
43 52 1
43 48 1
43 44 1
44 109 1
45 46 1
46 52 1
46 47 1
47 67 1
47 51 1
48 109 1
48 50 1
48 49 1
49 52 1
49 54 1
49 53 1
50 62 2
50 54 1
50 71 1
51 53 1
51 68 1
51 52 1
53 55 1
53 69 1
54 55 1
55 80 1
55 78 1
56 58 1
56 62 1
56 57 1
58 61 1
58 63 1
58 59 1
59 60 1
60 110 1
60 113 1
60 61 1
61 64 1
62 83 2
62 63 1
63 64 1
64 86 2
65 67 1
65 72 1
66 70 1
66 73 1
66 72 1
66 67 1
67 68 1
68 69 1
68 70 1
69 77 1
69 78 1
70 77 1
70 75 1
71 109 1
72 130 1
73 75 1
73 130 1
73 74 1
74 264 1
74 143 1
74 257 1
75 257 1
75 76 1
76 88 1
76 148 1
76 77 1
77 89 1
78 89 1
78 79 1
79 90 1
79 81 1
79 80 1
80 83 1
81 84 1
81 83 1
81 87 1
82 86 1
82 84 1
82 83 1
84 93 1
84 85 1
85 94 1
85 86 1
86 361 4
87 92 1
87 93 1
87 90 1
88 204 1
88 91 1
88 89 1
89 90 1
90 91 1
91 230 1
91 92 1
92 98 1
92 96 1
93 98 1
93 94 1
94 95 1
95 99 1
95 98 1
96 230 1
96 163 1
96 97 1
97 99 1
97 98 1
99 363 4
99 236 2
100 103 1
100 105 1
100 101 1
101 336 2
101 102 1
102 104 1
102 103 1
103 107 1
103 106 1
105 337 2
105 340 2
105 106 1
106 108 1
110 112 1
110 111 1
111 340 2
111 190 1
112 190 1
112 115 1
112 113 1
113 114 1
114 116 1
114 115 1
116 125 1
116 117 1
117 118 1
118 127 1
118 125 1
118 123 1
119 122 1
119 121 1
119 120 1
120 129 1
120 297 1
120 124 1
121 297 1
121 288 1
121 187 1
122 187 1
122 330 1
122 222 1
123 124 1
124 127 1
125 361 4
125 126 1
126 128 1
126 127 1
127 129 1
128 221 2
128 129 1
130 264 1
131 207 1
131 296 1
131 142 1
131 132 1
132 268 1
132 133 1
133 135 1
133 277 1
133 207 1
134 368 4
134 207 1
134 145 1
134 135 1
135 236 1
136 246 4
136 318 1
136 137 1
137 165 1
137 240 1
138 262 1
138 259 1
138 139 1
139 231 1
139 276 1
140 272 1
140 306 1
140 206 1
140 141 1
141 143 1
141 172 1
141 173 1
143 306 1
143 144 1
144 302 1
144 264 1
144 172 1
145 287 1
145 151 1
146 213 1
146 311 1
146 147 1
147 214 1
147 265 1
148 257 1
148 273 1
148 204 1
149 295 1
149 238 1
149 263 1
149 150 1
150 282 1
150 243 1
151 207 1
152 154 1
152 174 1
152 153 1
153 371 4
153 313 2
153 155 1
154 159 1
154 156 1
154 155 1
155 158 1
156 174 1
156 239 1
157 261 1
157 167 1
157 158 1
158 159 1
159 261 1
159 239 1
161 312 1
161 253 1
161 162 1
162 371 4
162 209 1
163 268 1
163 164 1
164 230 1
164 298 1
164 208 1
165 228 1
165 166 1
167 367 4
167 343 2
167 169 1
168 300 1
168 171 1
168 193 1
168 169 1
169 261 1
170 331 1
170 215 1
170 193 1
170 171 1
171 279 1
172 301 1
172 200 1
173 305 1
173 206 1
173 200 1
174 290 1
174 212 1
175 315 1
175 179 1
175 176 1
176 348 2
176 205 1
177 251 1
177 178 1
178 310 1
178 285 1
179 215 1
179 205 1
179 180 1
181 247 1
181 353 2
181 182 1
182 223 1
182 258 1
183 228 1
183 234 1
183 218 1
183 184 1
185 243 2
185 359 2
185 254 1
185 186 1
186 210 1
186 312 1
188 199 1
188 197 1
188 196 1
188 189 1
189 233 1
191 286 1
191 235 1
191 192 1
192 220 2
192 350 2
192 260 1
193 216 1
194 249 1
194 227 1
194 266 1
194 195 1
195 284 1
195 269 1
196 280 1
196 233 1
197 280 1
197 198 1
198 347 2
198 199 1
200 265 1
200 201 1
201 301 1
201 266 1
201 249 1
202 264 1
202 302 1
202 203 1
203 263 1
203 238 1
204 208 1
204 230 1
205 216 1
206 304 1
