A
700
244 394
1 26.0 9.0
2 27.0 9.0
3 26.0 8.0
4 27.0 8.0
5 25.0 11.0
6 26.0 11.0
7 25.0 12.0
8 24.0 11.0
9 24.0 12.0
10 25.0 10.0
11 24.0 10.0
12 26.0 10.0
13 25.0 9.0
14 28.0 4.0
15 29.0 4.0
16 26.0 6.0
17 27.0 6.0
18 27.0 5.0
19 26.0 5.0
20 12.0 10.0
21 12.0 11.0
22 13.0 10.0
23 9.0 7.0
24 10.0 7.0
25 12.0 8.0
26 13.0 8.0
27 12.0 9.0
28 13.0 9.0
29 19.0 1.0
30 20.0 1.0
31 23.0 9.0
32 24.0 9.0
33 16.0 10.0
34 16.0 11.0
35 11.0 9.0
36 9.0 12.0
37 10.0 12.0
38 9.0 10.0
39 10.0 10.0
40 15.0 7.0
41 15.0 8.0
42 15.0 6.0
43 16.0 6.0
44 14.0 4.0
45 14.0 5.0
46 16.0 3.0
47 16.0 4.0
48 11.0 1.0
49 11.0 2.0
50 14.0 2.0
51 15.0 2.0
52 21.0 2.0
53 22.0 2.0
54 14.0 3.0
55 13.0 3.0
56 13.0 4.0
57 25.0 1.0
58 26.0 1.0
59 12.0 3.0
60 12.0 2.0
61 14.0 1.0
62 9.0 5.0
63 9.0 6.0
64 12.0 12.0
65 13.0 12.0
66 13.0 1.0
67 13.0 2.0
68 14.0 9.0
69 14.0 10.0
70 22.0 3.0
71 22.0 4.0
72 12.0 1.0
73 12.0 7.0
74 11.0 7.0
75 10.0 8.0
76 10.0 9.0
77 23.0 8.0
78 24.0 8.0
79 11.0 8.0
80 16.0 7.0
81 12.0 6.0
82 17.0 16.0
83 18.0 16.0
84 18.0 1.0
85 10.0 6.0
86 11.0 6.0
87 10.0 5.0
88 11.0 5.0
89 13.0 0.0
90 14.0 8.0
91 9.0 8.0
92 9.0 4.0
93 10.0 4.0
94 15.0 16.0
95 16.0 16.0
96 15.0 0.0
97 16.0 0.0
98 8.0 8.0
99 8.0 7.0
100 17.0 3.0
101 15.0 1.0
102 22.0 0.0
103 22.0 1.0
104 28.0 5.0
105 29.0 5.0
106 14.0 7.0
107 8.0 20.0
108 8.0 21.0
109 25.0 3.0
110 25.0 4.0
111 12.0 17.0
112 12.0 18.0
113 8.0 4.0
114 12.0 4.0
115 12.0 5.0
116 15.0 4.0
117 15.0 5.0
118 14.0 0.0
119 25.0 8.0
120 14.0 6.0
121 12.0 16.0
122 16.0 2.0
123 17.0 4.0
124 18.0 15.0
125 15.0 17.0
126 15.0 18.0
127 22.0 5.0
128 22.0 6.0
129 21.0 3.0
130 10.0 2.0
131 18.0 0.0
132 19.0 0.0
133 13.0 16.0
134 14.0 16.0
135 10.0 11.0
136 25.0 7.0
137 21.0 5.0
138 21.0 6.0
139 13.0 17.0
140 14.0 17.0
141 15.0 3.0
142 11.0 4.0
143 20.0 2.0
144 18.0 12.0
145 19.0 12.0
146 14.0 18.0
147 18.0 2.0
148 18.0 3.0
149 20.0 4.0
150 21.0 4.0
151 15.0 10.0
152 15.0 11.0
153 24.0 2.0
154 25.0 2.0
155 25.0 6.0
156 21.0 8.0
157 22.0 8.0
158 16.0 1.0
159 17.0 2.0
160 21.0 0.0
161 23.0 10.0
162 9.0 11.0
163 23.0 3.0
164 8.0 5.0
165 15.0 9.0
166 13.0 11.0
167 11.0 10.0
168 24.0 6.0
169 26.0 7.0
170 22.0 9.0
171 24.0 3.0
172 24.0 4.0
173 18.0 4.0
174 25.0 0.0
175 26.0 0.0
176 26.0 4.0
177 16.0 8.0
178 12.0 0.0
179 13.0 18.0
180 20.0 13.0
181 20.0 14.0
182 16.0 5.0
183 24.0 13.0
184 10.0 0.0
185 11.0 0.0
186 15.0 12.0
187 18.0 14.0
188 10.0 1.0
189 16.0 12.0
190 21.0 9.0
191 14.0 11.0
192 19.0 2.0
193 14.0 12.0
194 27.0 2.0
195 28.0 2.0
196 16.0 9.0
197 8.0 6.0
198 27.0 4.0
199 28.0 6.0
200 26.0 2.0
201 21.0 1.0
202 7.0 20.0
203 23.0 4.0
204 28.0 3.0
205 20.0 12.0
206 22.0 10.0
207 20.0 9.0
208 20.0 10.0
209 20.0 0.0
210 24.0 7.0
211 16.0 17.0
212 16.0 15.0
213 17.0 15.0
214 16.0 18.0
215 21.0 10.0
216 20.0 3.0
217 19.0 14.0
218 27.0 3.0
219 23.0 2.0
220 20.0 5.0
221 26.0 3.0
222 20.0 6.0
223 16.0 14.0
224 17.0 14.0
225 18.0 13.0
226 19.0 13.0
227 20.0 8.0
228 24.0 0.0
229 24.0 1.0
230 20.0 16.0
231 22.0 12.0
232 22.0 14.0
233 28.0 0.0
234 12.0 20.0
235 8.0 0.0
236 8.0 2.0
237 14.0 20.0
238 8.0 18.0
239 22.0 16.0
240 24.0 14.0
241 8.0 16.0
242 32.0 0.0
243 32.0 4.0
244 12.0 24.0
242 243 4
234 244 4
234 237 2
233 242 4
232 240 2
232 239 2
231 232 2
230 239 2
228 229 1
225 226 1
223 224 1
222 227 2
220 222 1
218 221 1
217 226 1
213 224 1
212 223 1
212 213 1
211 214 1
208 215 1
207 227 1
207 208 1
206 231 2
206 215 1
205 208 2
205 231 2
204 218 1
200 221 1
198 218 1
195 233 2
195 204 1
194 200 1
194 218 1
194 195 1
191 193 1
190 215 1
190 207 1
189 223 2
187 217 1
187 225 1
187 224 1
186 193 1
186 189 1
